Template Content,Template Category
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCYSGevm7b5DkEBMreview
Let us know if you need anything else.",Utility
"{{1}} Do you know?
You can self-install your Elev8 Adjustable Bed
DIY! For real! 😉
1. Unfold the base👐
2. Ensure the legs are correctly fit 3. Get your base ready 4. Put the foot retainer on and connect it to the adapter🔌
Ta-da your Elev8 is ready to function 🛏️
Watch the Installation Video & understand it better 👇🏻
Watch Out: {{2}}",Marketing
"🛋 Emilio Recliner Sofa – Luxury Meets Innovation!
Upgrade your living room with Patented SmartGRID® Tech + German-engineered motor for unmatched comfort & smooth reclining.
✨ Why Emilio?
✅ SmartGRID® cushioning – perfect support & plush feel
✅ Solid pine wood frame – termite resistant & durable
✅ Italian-inspired fabric (40,000 Martindale rubs) – long-lasting elegance
✅ Available in 1, 2 & 3 Seater options
🎁 Free Shipping | Pro Installation | 3 Yrs Warranty
🛍 Explore Now 👉 https:thesleepcompany.inproductsemilio-recliner-sofa",Marketing
"Special offers for Special ones! 🤗
Take your comfort to a new level with SmartGRID Mattress. 🛏️
What are you waiting for? 🧐
Grab the biggest offer on the End of Season Sale now! 🤩",Marketing
"Dear Smart Sleeper!
The last 24 hours are left! Time to Prioritize great sleep! This summer, save big with up to 40% off on all our products. Shop Now!",Marketing
"Dear Smart Sleeper!
Grab Now! Huge Summer sale on all our SmartGRID Mattresses. Don't Miss out Last 06 hours left.",Marketing
"😇This Engineer’s Day,
🥳Celebrate the Magic of Innovation in Sleep Technology!
To the one who changed the world with great ideas and innovations💡.
🤝Wishing every Engineer a very Happy and Joyous Engineer's Day!",Marketing
"Order Received!
Hi {{1}},
We have successfully received your order {{2}}
Your order will be dispatched Shortly!
The countdown to better ergonomics begins 🤗
If you have any queries, write to us at
care@thesleepcompany.in
Experience Smarter Designs for a Smarter U",Utility
"Requested Store Information Hi {{1}}, As per your request here are the store details
Store Information Update
Store Name: The Sleep Company – Evershine Global City
🏠Address: The Sleep Company, GR & 1st Fl, Rajbhoomi Bunglow, Agri Chowk, Chikhildongre, Besides Pizza Hut, Global City, Virar West, Maharashtra – 401303
☎️Contact: 8655696441
📍Google Maps: https:maps.app.goo.glD67i793R1gh6BpKx7
⏱️Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}},
As Requested here's the information from our store Visitors:
🔗 https:g.pagerCevvX2JI1r07EBMreview
Let us know if you need anything else",Utility
"Hyderabad 💙 We love you
😍We are over the moon with your generous welcome. 🤗We appreciate you for taking and making the time to ensure the success of our Store Launch As a little Thank You gift,
We are extending our Special Launch Offer
👉🏻Get Up to 40% Off + an Extra 10% Off (Extended Inaugural Offer) + Free Accessories on all our SmartGRID Mattresses. Hurry up! ⌛ Limited Time Offer (15th - 21st August) 📍Shop No.G4 Kothari Centrum Building, Kondapur village, Serlingampalli Mandal, Ranga Reddy district, Telangana - 500084.
📞9321826029",Marketing
"Hurry up 🏃🏻 Last day to Grab our Special Launch Offer
Are you sure you want to miss this? 😲
Special Launch Offer ending soon ⌛ Only 24 hours left 👉🏻Get Up to 45% Off + an Extra 5% Off (Special Launch Offer) + Free Accessories on all our SmartGRID Mattresses. Limited Time Offer (12th - 15th August)
Visit our Store now -
📍Shop No.G4 Kothari Centrum Building, Kondapur village, Serlingampalli Mandal, Ranga Reddy district, Telangana - 500084.
📞9321826029",Marketing
"You’re one step away from getting the extended launch offer
Hurry up! ⌛ Only 24 hours left Visit our Store now -
📍Shop No.G4 Kothari Centrum Building, Kondapur village, Serlingampalli Mandal, Ranga Reddy district, Telangana - 500084.
📞9321826029",Marketing
"Hi {{1}}, thank you for shopping with The Sleep Company.
Your invoice is attached for your reference.
We hope you enjoy your purchase!",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - FC Road
📍 Address: Shop no-1, Ground Floor, Surya Bhavan, F.C Road, Bhamburda, Shivaji Nagar, Pune 411005
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=7993201683495346793
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCWliy9KUju1uEBMreview
Let us know if you need anything else.",Utility
"This Janmashtami
😇Break the Matki of Unhealthy Sleep Habits
💙Indulge yourself in the journey of happy sleeping Just Like Lord Krishna’s 👇
🌟Strength
🌟Support
🌟Comfort
🌟Commitment
🌟Peace
Bring Home the SmartGRID Mattress 👇
🌟Strength of Science
🌟Support of Innovation
🌟Comfort of SmartGRID
🌟Commitment of Lifetime
🌟Peace of happy Sleep 🙏May Lord Krishna Steal all your Sleepless nights and fill them with only sweet dreams of happy sleeping.",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Financial District
📍 Address: House No. 5-301, Ground Floor, Sai Tulasi Enclave, Vattinagulapally Village, Financial District, Narsingi Municipality, Hyderabad, Telangana - 500075
📞 Contact: 9987263052
🗺 Google Maps: https:maps.app.goo.glJwfS8DLzWfvspkd29
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi! Thank you for contacting The Sleep Company.
Here are the details of the store near you:
🏬 Store Name : The Sleep Company Experience Store – Financial District Hyderabad
📍 Address : 5-301, Ground Floor, Sai Tulasi Enclave, Vattinagulapally Village, Financial District, Narsingi Municipality, Hyderabad, Telangana - 500075
📞 Phone : +91 84529 47617
🗺 Google Maps : https:maps.app.goo.glJwfS8DLzWfvspkd29 🕒 Timings : 11:00 AM – 9:00 PM",Marketing
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCVXN3fw0ZOHEBMreview
Let us know if you need anything else.",Utility
"😍Organic, Soft, Crisp & Cool - That's what our Fitted Sheets are all about ✅Sheets that are the perfect fit for your SmartGRID Mattress
✅Choose from four ultimate chic colors for your bedroom
✅Refresh & Rejuvenate every morning
✅Soft as Silk
✅Cool & Breathable
✅100% Organic 🛏️ Ready to bring extra aesthetic to your Dream bed? Buy the NOW...🛒",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Forum Mall
📍 Address: 2F-234, 2nd Floor, Forum South, Kanakapura Road, Bangalore - 560062.
📞 Contact: 9136431498
🗺 Google Maps: https:maps.app.goo.gl9jMsWALkAp4tHEzF9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCdb4h1P9tFrpEBMreview
Let us know if you need anything else.",Utility
"⏰Hurry! Freedom Sale is ending soon ⌛Great offers won’t wait..
Save up to 45% Off on SmartGRID Mattress
Only a few hours left 😲",Marketing
"“Freedom is nothing but a chance to be better”
Get a chance to get better Sleep 💤
Save up to 45% Off on SmartGRID Mattress 🛌
Hurry! Only 12 hours left. 🏃🏻",Marketing
"😱OMG! It’s already coming to end
🏃🏻Grab this unbelievable Freedom Sale Offers Now! Save up to 45% Off on SmartGRID Mattress
Why choose SmartGRID Mattress?
👉🏻 Adaptive SmartGRID Technology
👉🏻 Enjoy all night Cooling Comfort 👉🏻 No more tossing & turning
👉🏻 💯Nights Free Trial on Mattress
👉🏻 10 Years Warranty
Hurry up! The last 24 hours left",Marketing
"😱OMG! It’s already coming to an end
🏃🏻Grab this unbelievable Freedom Sale Offers Now! Save up to 45% Off on SmartGRID Mattress
Why choose SmartGRID Mattress?
👉🏻 Adaptive SmartGRID Technology
👉🏻 Enjoy all night Cooling Comfort 👉🏻 No more tossing & turning
👉🏻 💯Nights Free Trial on Mattress
👉🏻 10 Years Warranty
Hurry up! The last 24 hours left",Marketing
"🎉 Freedom Day Sale is live now 🎉
😍 Save up to 45% Off on SmartGRID Mattress
It’s time to get Freedom from 😌
👉🏻 Back Pain
👉🏻 Poor Sleep
👉🏻 Night Sweat
👉🏻 Drowsiness
👉🏻 joint soreness
👉🏻 Neck stiffness
🥱Good Sleep begins with Happy Dreams
🌟Let’s celebrate our Freedom to Dream Hurry! Freedom Sale Valid for 5 days only.",Marketing
"🎉 Mega Freedom Day Sale is live now 🎉
😍 Save up to 45% Off on SmartGRID Mattress
It’s time to get Freedom from 😌
👉🏻 Back Pain
👉🏻 Poor Sleep
👉🏻 Night Sweat
👉🏻 Drowsiness
👉🏻 Joint soreness
👉🏻 Neck stiffness
🥱Good Sleep begins with Happy Dreams
🌟Let’s celebrate our Freedom to Dream Hurry! Freedom Sale Valid for 5 days only (6th - 10th August)",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gachibowli
📍 Address: Unit No GE, Ground Floor, G Square, Survey No 79P, Gachibowli, Gabeside Raidurgam Police Station, Serilngampally, Hyderabad, Telangana - 500032
📞 Contact: 9987569760
🗺 Google Maps: https:maps.app.goo.glL6sRBFuBUm9XL4LK8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCduVIrwtjQ0UEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Galleria Mall
📍 Address: Upper Ground Floor 26 - 29, The Galleria Mall, Bangalore Bellary Road, Yelahanka Post, Yelahanka, Bangalore - 560 064
📞 Contact: 8433979591
🗺 Google Maps: https:goo.glmapsRL5gRBefSykaLsNa8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Celebrate Ganesh Chaturthi with the Smartest Mattress 💙
Grab these 🎉 SPECIAL FESTIVE SALE OFFERS Now 🎉
It’s time to Sleep Smart with SmartGRID Mattress 👇🏻
✅100 Nights Free Trial
✅Innovative SmartGRID Technology
✅Advanced Orthopedic Support ✅10 Years Warranty
😇1Lakh+ Customers Have chosen to Sleep Smart.",Marketing
"Celebrate Ganesh Chaturthi with the Smartest Mattress 💙
Grab these 🎉 SPECIAL FESTIVE SALE OFFERS Now 🎉
It’s time to Sleep Smart with SmartGRID Mattress 👇🏻
✅100 Nights Free Trial
✅Innovative SmartGRID Technology
✅Advanced Orthopedic Support ✅10 Years Warranty
😇1Lakh+ Customers Have chosen to Sleep Smart.
Buy Online or Visit Our Sleep Company Store now!
https:bit.ly3AOVxaH",Marketing
"Celebrate Ganesh Chaturthi with the Smartest Mattress 💙
Grab these 🎉 SPECIAL FESTIVE SALE OFFERS Now 🎉
It’s time to Sleep Smart with SmartGRID Mattress 👇🏻
✅100 Nights Free Trial
✅Innovative SmartGRID Technology
✅Advanced Orthopedic Support ✅10 Years Warranty
😇1Lakh+ Customers Have chosen to Sleep Smart.
Buy Online or Visit Our Sleep Company Store now!",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gaurcity
📍 Address: No SFS4B, Mall West Link Road, Gaur City 1, Sector 4, Greater Noida, Ghaziabad, Uttar Pradesh 201009
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=6141411545441142030
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCQ6FgBFDrTpVEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nashik Road
📍 Address: Shop No. 6, Ground Floor, Suyojit Arcade, Nashik - Pune Rd, Bodhale Nagar, Ganesh Baba Nagar, Nashik, Maharashtra - 422011
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glNE8sa3WM29cWGGT89
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store -Ghitorni
📍 Address: 414, Mehrauli Gurgaon Road, Opp Metro Pillar No.122, Ghitorni, New Delhi 110030.
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glYuLh7wQXuEoyLZbU6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCUczqD31TiXzEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgsoeX66mL
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Ghodbunder Road, Thane
📍 Address: Shop No 5A, Godrej Exquisite, Ghodbunder Rd, Vijay Nagari, Thane West, Mumbai, Thane, Maharashtra 400607
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.gld9JwmwURcqyHCMnv8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCXYq6hcumQJnEBMreview
Let us know if you need anything else.",Utility
"👋Hey {{1}}!
😊Thank you for your valuable feedback. Here is a special gift just for you 🎁!
Get Rs. 2000- Off on all our SmartGRID Mattresses. 👉 Use Coupon Code: GIFT2000
Get Rs. 1000- Off on all our Smart Sleep Accessories. 👉 Use Coupon Code: GIFT1000
Condition Apply",Marketing
"{{1}} MAKE A WISH 💫
Your Wish is our command 😇
Unlock the gift voucher worth up to ₹ 2000 🤩
Wanna know how?
Follow these super easy steps 👇🏻
✅Click our Website link
💻Feed in the details and log in
🔓Unlock the Gift Vouchers right away!
Login Now: {{2}}",Marketing
"👋Hey {{1}}!
😊Thank you for being a part of The Sleep Company Family.
Here is a special gift just for you 🎁!
Get Rs. 2000- Off on all our SmartGRID Mattresses.
👉 Use Coupon Code: GIFT2000
Get Rs. 1000- Off on all our Smart Sleep Accessories.
👉 Use Coupon Code: GIFT1000
Condition Apply
Visit Now: {{2}}",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - GMS Road
📍 Address: Khasra No. 1027, Swarn Laxmi Tower, GMS Road, Dehradun, Uttarakhand 248001
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glnP2w82qmUACmjhdi8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCbKbLVw9gTIHEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gokul Road
📍 Address: Ground & 1st Floor, Neelgangadhar Enclave, Plot No 28, Nehru Nagar, Gokul Road, Hubballi, Karnataka – 580030
📞 Contact: 8433934368
🗺 Google Maps: https:maps.app.goo.glVe3SGSX99mRd64Dc9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCVatzuiflHzeEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store -Golf Course Road
📍 Address: Ground Floor, A1415, Golf Course Rd, DLF Phase 1, Gurugram, Haryana 122001
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.gl65mQrzhEhTCyqxBQA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCeso5wEXP3hCEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gomti Nagar
📍 Address: No 219, Vinay Khand 3, Gomti Nagar, Lucknow, Uttar Pradesh 226010
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=3534153954899569275
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCXuqVBdM1gsxEBMreview
Let us know if you need anything else.",Utility
"Night + Sleep = Good Morning 🥱
Night + Great Sleep = Goooooooooooooooood Morning 😇
🤗 We will make sure you begin your Day with a Goooooooooooooooood Morning!",Marketing
"Night + Back Pain = Good Morning 🥱
Night + Peaceful Sleep = Gooooood Morninggggggg 😇
🤗 We will make sure you begin your Day with a Gooooood Morninggggggg!",Marketing
"In 💙 with SAVINGS?
Save EXTRA on Great Sleep 💤
Here’s Something Special for YOU 🤩
Now get extra offers on your purchase with our listed partners.
👉🏻HDFC
👉🏻Snapmint
👉🏻Bajaj Finserv",Marketing
"🎉 The BIGGEST Sale of the Year is here 🎉
Great Indian Sleep Sale is LIVE now✅!
😍Get up to 45% Off on all our SmartGRID Products.
This Festive Season invest in Good Health & Good Sleep!
Hurry up ⌛ Offer is Valid from 22nd - 30th September
We’ve got you covered with - ✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"✨The BIGGEST Sale of the Year is Here ✨
Great Indian Sleep Sale is LIVE now😍!
Get up to 45% Off on all our SmartGRID Products.
🤗This Festive Season invest in Good Health & Good Sleep!
We’ve got you covered with -
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"Hurry! Last 1 Day left 🏃🏻
All set to begin festive Celebrations? Grab your offer now!
Save up to 45% Off on all SmartGRID Mattresses 🛌
You’ve got every reason to bring your SmartGRID Home 👇🏻
✔️Designed with Patented SmartGRID Technology
✔️SmartGRID offers the right mix of support & cushioning
✔️More breathable, responsive support
✔️Instant no-pressure support
✔️ 2500+ Air channels keep you comfortably cool",Marketing
"Hurry! Last 2 Days left ⌛
We’re extending The Great Indian Sleep Sale 🤩
Save up to 45% Off on all SmartGRID Mattresses 🛌
It’s the perfect time to SAVE on your favorite Mattress It’s all worth it when you INVEST in the BEST Mattress -
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"Don’t miss this Final Chance👇🏻
Great Indian Sleep Sale is ending soon
Get up to 45% Off on all our SmartGRID Mattresses 🛌
Hurry up 🏃🏻Last 2 Hours are left!
We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"Hurry up 🏃🏻 Great Indian Sleep Sale is ending soon⏳
Get up to 45% Off on all our SmartGRID Mattresses 🛌
The last 6 Hours are left!
We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"😊SAVE or 😰LOSE.
The Great Indian Sleep Sale is ending soon.
Get up to 45% Off on all our SmartGRID Mattresses 🛌
Hurry up 🏃🏻Last 12 Hours are left!",Marketing
"👍It’s NOW or 👎NEVER.
😍Grab a deal before they're gone.
Great Indian Sleep Sale Ends Soon ⏳!
Save up to 45% on all SmartGRID products.
Hurry up 🏃🏻 Last 1 day left!
We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"🤯Don’t miss out on a Great Sleep.
The great Indian Sleep Sale is ending soon.
😍Get up to 45% Off on all our SmartGRID Products.
Hurry up, Only 2 Days left⏳! We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"Don’t miss this 👇🏻 Great Indian Sleep Sale is ending soon.
Mega Saving Offers are waiting for YOU!
😍Get up to 45% Off on all our SmartGRID Products.
Hurry up 🏃🏻Only 3 Days left!
We’ve got you covered with - ✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"🎉 The BIGGEST Sale of the Year is here 🎉
Great Indian Sleep Sale is LIVE now✅!
😍Get up to 45% Off on all our SmartGRID Products.
This Festive Season invest in Good Health & Good Sleep!
Buy Online or Visit The Sleep Company Store {{1}}
Hurry up ⌛ Offer is Valid from 22nd - 30th September
We’ve got you covered with - ✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"👍It’s NOW or 👎NEVER.
😍Grab a deal before they're gone.
Great Indian Sleep Sale Ends Soon ⏳!
Save up to 45% on all SmartGRID products.
Hurry up 🏃🏻 Last 1 day left!
We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI
Buy Online or Visit The Sleep Company Store. {{1}}",Marketing
"🤯Don’t miss out on a Great Sleep.
The great Indian Sleep Sale is ending soon.
😍Get up to 45% Off on all our SmartGRID Products.
Hurry up, Only 2 Days left⏳! We’ve got you covered with-
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI
Buy Online or Visit The Sleep Company Store. {{1}}",Marketing
"Don’t miss this 👇🏻 Great Indian Sleep Sale is ending soon.
Mega Saving Offers are waiting for YOU!
😍Get up to 45% Off on all our SmartGRID Products.
Buy Online or Visit The Sleep Company Store {{1}}
Hurry up 🏃🏻Only 3 Days left!
We’ve got you covered with - ✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI",Marketing
"Hurry! Last 1 Day left 🏃🏻
All set to begin festive Celebrations? Grab your offer now!
Save up to 45% Off on all SmartGRID Mattresses 🛌
You’ve got every reason to bring your SmartGRID Home 👇🏻
✔️Designed with Patented SmartGRID Technology
✔️SmartGRID offers the right mix of support & cushioning
✔️More breathable, responsive support
✔️Instant no-pressure support
✔️ 2500+ Air channels keep you comfortably cool
Buy online or Visit The Sleep Company Store. {{1}}",Marketing
"Hurry! Last 2 Days left ⌛
We’re extending The Great Indian Sleep Sale 🤩
Save up to 45% Off on all SmartGRID Mattresses 🛌
It’s the perfect time to SAVE on your favorite Mattress It’s all worth it when you INVEST in the BEST Mattress -
✅Designed with Patented SmartGRID Technology
✅100 Nights Free Trial on Mattresses
✅Free Shipping & Easy Returns
✅10 Years Warranty
✅No cost EMI
Buy online or Visit The Sleep Company Store. {{1}}",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Guwahati
📍 Address: GS Road, Paltan Bazaar, opposite Hotel Nandan, Guwahati, Assam 781006
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glTsyTaFLMSRdDjMSY6
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Gumanpura
📍 Address: 211, Ground Floor, Jadiya Complex, Kothari Road, Opp. SBI Bank, Gumanpura, Kota, Rajasthan - 324006
📞 Contact: 8976803873
🗺 Google Maps: https:maps.app.goo.glJ2xuGGjGbRRXkmRc7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googleQmRcnhbUmUAXuxpFr
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCVLFWNiuRNb8EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCcUtgkx50g97EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - HiLITE Mall
📍 Address: HiLITE Mall, 2nd Floor, Unit No. 2017A to 2018B, HiLITE City, Kozhikode Bypass, NH-66, GA College P.O., Kozhikode, Kerala - 673014
📞 Contact: 9004682661
🗺 Google Maps: https:maps.app.goo.glpyQn5ByfD4U3ETuVA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCby3h7N9i8r5EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Himayatnagar
📍 Address: Door No-3-6-517-,3-6-5173, Sai Datta Archade, Shop No-3, Ward- Block :3, Himayathanagar, Hyderabad-500027
📞 Contact: 9136163438
🗺 Google Maps: https:maps.app.goo.glRmXY4GdJbcHNyGVQA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCaXk3HMsXd17EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Hinjewadi
📍 Address: Unit 1, Terminal One, Tower B, Phase 1, Hinjewadi, VIBGYOR School road, Pimpri-Chinchwad, Maharashtra 411055
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glvAodFJwuzFLzxb5GA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCRAKjcqvUaEBMreview
Let us know if you need anything else.",Utility
"Special Holi Sale Is Live.
Now Buy Any SmartGRID Mattress From The Sleep Company & Get FREE Accessories.
Shop Now!",Marketing
"Hi Smart Sleeper!
🤔Still, confused about your decision?
🏡Now Experience our SmartGRID from the comfort of your home.
👍Book a home demo now by paying just Rs.100 & allow our sleep experts to come to your home and recommend you the right choice.",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Hosangabad Road
📍 Address: House No C-01, Ground Floor, Vidya Nagar, Hosangabad Road, Bhopal, Madhya Pradesh - 462026
📞 Contact: 8976803870
🗺 Google Maps: https:maps.app.goo.glCRo7Kh5vC8MMDUtw8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googleviZje9jpMybMrHPvx
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - HSR Layout
📍 Address: 10 Main Rd, 102 Divyashree, 6th Sector, Near IDO Smart Phone Service, HSR Layout, Bengaluru, Karnataka 560102
📞 Contact: 9136146071
🗺 Google Maps: https:goo.glmapsXKEVMce4B4D18xLRA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCTU07rsHUC7sEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors:
🔗 https:g.cokgs1givXc9
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Store – Hughes Road
📍 Address: Unit No 6, Dharam Palace Hughes Road, NS, Patkar Marg, Gamdevi, Mumbai, Maharashtra 400007
📞 Contact: +91 7304586491
🗺 Google Maps: https:maps.app.goo.glmtSyNYRs5Gyb8gum8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"🏠Bring home the coolest pillow ever!
😇Nothing is ordinary about our Smart Hybrid Pillow! Extra softness and Fluffy feel. What more do you need?
✅ Innovative Design
✅ Supremely Supportive
✅ SmartGRID Comfort
Check out the Smartest Pillow now.",Marketing
